STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/27/1989,30,30,13.2,1527,1018,0,,0,0,,51,30,,484,,,,315,315,,,,,34.4,23,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/28/1989,30,20,8.95,1349,1412,0,,0,0,,48,26,,602,,,,225,225,,,,,18.3,13,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/29/1989,90,90,7.83,1316,1317,0,,0,0,,58,31,,103,,,,270,270,,,,,18.3,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/30/1989,90,90,8.05,2113,2111,0.31,,0,0,,50,40,,42,,,,315,315,,,,,21.9,14.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/31/1989,40,70,11.18,1538,1542,0,,0,0,,50,35,,435,,,,225,225,,,,,25.3,17.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/1/1989,10,10,7.61,1332,1357,0,,0,0,,66,36,,607,,,,225,225,,,,,17.2,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/2/1989,70,80,12.3,855,658,0,,0,0,,57,40,,241,,,,45,90,,,,,25.3,17,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/3/1989,100,100,11.86,2140,2347,0.38,,0.1,0,,42,26,,0,,,,360,360,,,,,25.3,17,1,,,1,,1,,,,,,,1,,1,1,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/4/1989,50,50,9.62,135,146,0,,0,0,,33,19,,533,,,,360,360,,,,,24.2,17,,,,,,1,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/5/1989,100,100,8.05,800,932,0.03,,0.4,0,,31,24,,23,,,,45,45,,,,,13.9,8.9,1,,,,,,,,,,,,,,,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/6/1989,80,80,7.61,1355,1357,0.01,,0,0,,45,28,,263,,,,315,315,,,,,27.5,19.9,1,,,,,1,,,,,,,,1,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/7/1989,60,70,9.17,1521,1522,0,,0,0,,39,26,,272,,,,315,315,,,,,21.9,16.1,1,,,,,1,,,,,,,,1,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/8/1989,70,90,11.86,2133,2023,0,,0,0,,39,21,,314,,,,270,270,,,,,35.6,25.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/9/1989,10,20,16.78,1152,1014,0,,0,0,,29,16,,601,,,,315,315,,,,,36.7,23.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/10/1989,40,60,10.74,1323,1243,0,,0,0,,34,16,,406,,,,315,315,,,,,25.3,17.9,,,,,,,,,,,,,,,,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/11/1989,20,30,10.51,1126,1407,0,,0,0,,46,23,,507,,,,270,270,,,,,28.9,19,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/12/1989,0,10,12.08,1203,1217,0,,0,0,,44,24,,635,,,,270,270,,,,,34.4,23,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/13/1989,70,90,7.16,737,807,0.1,,0,0,,40,22,,107,,,,90,90,,,,,17.2,12.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/14/1989,100,100,8.5,731,727,0.31,,0,0,,51,38,,5,,,,225,225,,,,,23,15,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/15/1989,100,100,7.16,1703,1724,0.55,,0,0,,53,44,,0,,,,360,315,,,,,19.5,15,1,1,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/16/1989,90,100,10.74,1528,1425,0,,0,0,,46,31,,17,,,,315,270,,,,,25.3,17,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/17/1989,90,100,8.95,223,201,0,,0,0,,31,21,,65,,,,360,360,,,,,23,17,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/18/1989,90,90,7.83,344,355,0,,0,0,,35,25,,234,,,,45,45,,,,,16.1,10.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/19/1989,40,40,6.71,1811,1817,0,,0,0,,42,24,,643,,,,225,225,,,,,17.2,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/20/1989,100,90,8.28,1305,1307,0.02,,0,0,,51,27,,230,,,,180,180,,,,,21.9,16.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/21/1989,100,100,7.61,1455,1324,1.12,,0,0,,55,40,,0,,,,270,180,,,,,30,14.1,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/22/1989,100,100,8.5,1405,2222,0.46,,0,0,,50,37,,0,,,,360,315,,,,,18.3,11,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/23/1989,80,90,14.32,2354,2208,0,,0,0,,41,31,,0,,,,360,360,,,,,28.9,17.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/24/1989,100,100,18.79,2109,2110,0,,0,0,,31,22,,9,,,,360,360,,,,,33.3,33.1,,,,,,,,,,,,,,,,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/25/1989,30,10,12.75,19,52,0,,0,0,,35,14,,660,,,,360,360,,,,,28.9,17.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/26/1989,100,100,7.61,2237,804,0.26,,1.8,0,,35,31,,0,,,,225,270,,,,,15,8.9,1,,,,,,,,,,,,1,,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/27/1989,50,70,9.62,1151,1313,0,,0,0,,43,28,,328,,,,270,270,,,,,23,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2/28/1989,80,100,6.49,1240,1247,0.01,,0.1,0,,39,28,,10,,,,45,45,,,,,13.9,14.1,1,,,,,,,1,,,,,,,,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/1/1989,10,10,11.86,1201,1202,0,,0,0,,44,27,,678,,,,270,270,,,,,38,25.9,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/2/1989,60,70,6.49,1734,1937,0,,0,0,,44,25,,511,,,,225,225,,,,,15,11,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/3/1989,90,100,10.74,1951,1953,0,,0,0,,46,29,,0,,,,90,90,,,,,26.4,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/4/1989,100,100,14.54,948,1123,0,,0,0,,42,36,,0,,,,45,45,,,,,28.9,17,1,,,,,,,1,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/5/1989,100,100,6.49,37,46,0.05,,0,0,,42,35,,0,,,,45,45,,,,,15,10.1,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/6/1989,100,100,13.87,1859,2358,1.07,,2.2,0,,42,24,,0,,,,45,45,,,,,27.5,23,1,,,1,,1,,,,,,,,,1,1,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/7/1989,60,70,16.55,539,542,0.02,,0.2,2,,25,17,,240,,,,45,45,0.3,,,,30,23,,,,1,,,,,,,,,,,,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/8/1989,90,100,16.11,1612,1612,0,,0,2,,31,17,,21,,,,45,45,0.2,,,,26.4,17.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/9/1989,40,40,10.29,209,1314,0,,0,2,,39,23,,544,,,,45,45,,,,,21.9,17,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/10/1989,0,0,8.72,1016,946,0,,0,0,,44,27,,701,,,,45,45,,,,,21.9,17,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/11/1989,40,40,5.59,1449,1504,0,,0,0,,47,23,,703,,,,225,225,,,,,16.1,10.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/12/1989,60,80,10.29,1259,1301,0,,0,0,,49,29,,222,,,,360,360,,,,,32.2,23,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/13/1989,60,70,8.05,1603,1547,0,,0,0,,43,24,,651,,,,225,225,,,,,17.2,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/14/1989,100,100,4.7,1740,1728,0,,0,0,,52,36,,0,,,,270,270,,,,,11.4,8.1,,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/15/1989,100,90,11.63,2241,2243,0,,0,0,,68,45,,213,,,,315,315,,,,,26.4,17,1,,,,,,,1,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/16/1989,30,20,10.29,134,1426,0,,0,0,,57,37,,599,,,,270,315,,,,,23,19,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/17/1989,20,30,12.97,1453,1455,0,,0,0,,68,35,,710,,,,180,180,,,,,27.5,19.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/18/1989,70,80,14.99,1534,1534,0.26,,0,0,,78,39,,363,,,,315,315,,,,,68.9,55.9,,,1,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/19/1989,50,60,12.3,945,924,0,,0,0,,44,30,,450,,,,315,315,,,,,27.5,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/20/1989,70,90,9.62,1814,1807,0.3,,0,0,,47,26,,285,,,,180,180,,,,,25.3,17.9,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/21/1989,90,90,12.75,1329,1217,0.16,,0,0,,48,35,,135,,,,315,315,,,,,25.3,17,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/22/1989,10,10,8.28,131,733,0,,0,0,,46,27,,733,,,,360,360,,,,,21.9,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/23/1989,80,90,10.29,1454,2037,0.01,,0,0,,51,28,,347,,,,90,90,,,,,21.9,16.1,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/24/1989,100,100,18.79,1255,1109,1.24,,0,0,,41,37,,0,,,,45,90,,,,,41.4,23,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/25/1989,50,30,9.17,22,1315,0,,0,0,,61,39,,635,,,,225,225,,,,,18.3,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/26/1989,30,40,7.61,1844,1827,0,,0,0,,67,43,,731,,,,135,180,,,,,16.1,10.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/27/1989,30,30,6.49,1418,1427,0,,0,0,,70,39,,678,,,,180,180,,,,,24.2,17,1,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/28/1989,60,60,10.51,2142,2124,0,,0,0,,81,51,,401,,,,225,225,,,,,31.1,23,1,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/29/1989,90,100,9.84,2352,2348,0.04,,0,0,,77,53,,82,,,,45,45,,,,,35.6,21.9,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/30/1989,100,100,14.54,641,2,0.77,,0,0,,53,43,,0,,,,45,90,,,,,31.1,17.9,1,,1,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",3/31/1989,100,100,12.97,1649,1648,0.49,,0,0,,48,43,,18,,,,45,45,,,,,32.2,21.9,1,1,1,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/1/1989,70,80,15.66,813,1337,0,,0,0,,49,36,,165,320,,,315,,,23,,,31.1,,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/2/1989,60,70,9.17,1406,1603,0,,0,0,,54,31,,505,230,,,225,,,15,,,19.5,,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/3/1989,80,90,10.07,1358,1302,0.14,,0,0,,67,44,,207,,,,225,225,,,,,25.3,17,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/4/1989,70,90,11.63,1157,1138,0.02,,0,0,,76,48,,218,,,,225,225,,,,,39.1,30,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/5/1989,90,90,9.17,1543,1538,0.33,,0,0,,74,51,,264,320,,,315,,,14.1,,,20.8,,1,,1,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/6/1989,80,100,8.5,1712,1713,0.15,,0,0,,52,42,,81,,,,315,315,,,,,21.9,15,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/7/1989,70,80,9.17,2053,2057,0.28,,0,0,,52,39,,237,,,,360,360,,,,,21.9,15,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/8/1989,70,60,10.29,1506,1650,0.03,,0,0,,53,38,,510,230,,,270,,,16.1,,,25.3,,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/9/1989,80,80,11.63,1447,1441,0.05,,0,0,,56,42,,248,,,,270,270,,,,,32.2,21.9,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/10/1989,60,60,11.63,1432,1322,0,,0,0,,52,37,,649,320,,,270,,,23,,,35.6,,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/11/1989,30,20,7.61,1716,1717,0,,0,0,,53,34,,749,320,,,315,,,10.1,,,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/12/1989,30,30,6.93,1849,1847,0,,0,0,,58,33,,691,,,,180,180,,,,,26.4,17,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/13/1989,30,50,8.05,2036,2038,0,,0,0,,60,34,,534,360,,,360,,,16.1,,,23,,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/14/1989,20,10,6.71,1800,1802,0,,0,0,,61,35,,793,230,,,225,,,14.1,,,19.5,,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/15/1989,100,100,9.62,2234,2237,0.67,,0,0,,53,46,,0,360,,,360,,,15,,,24.2,,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/16/1989,70,90,9.4,1341,1359,0,,0,0,,57,44,,109,,,,315,315,,,,,24.2,15,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/17/1989,30,50,8.05,1412,1351,0,,0,0,,73,39,,739,,,,225,225,,,,,23,16.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/18/1989,80,70,8.5,1227,1308,0.03,,0,0,,77,54,,442,,,,315,315,,,,,24.2,14.1,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/19/1989,40,30,10.07,1539,1223,0.16,,0,0,,62,46,,547,,,,315,315,,,,,24.2,14.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/20/1989,20,20,7.38,1001,1003,0,,0,0,,65,40,,791,,,,315,315,,,,,19.5,13,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/21/1989,60,80,8.28,1531,1409,0,,0,0,,68,45,,180,,,,270,315,,,,,19.5,13,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/22/1989,30,50,13.2,1419,1351,0,,0,0,,61,39,,812,,,,315,315,,,,,32.2,17,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/23/1989,0,0,11.86,1315,1316,0,,0,0,,59,34,,815,,,,315,315,,,,,27.5,19,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/24/1989,10,20,8.72,1610,1642,0,,0,0,,65,34,,817,,,,315,315,,,,,23,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/25/1989,50,80,7.16,1017,1228,0,,0,0,,71,41,,373,,,,315,315,,,,,19.5,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/26/1989,50,60,5.59,1724,2112,0,,0,0,,77,47,,524,,,,315,270,,,,,15,11,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/27/1989,50,40,7.61,2333,2344,0,,0,0,,76,49,,800,,,,360,360,,,,,24.2,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/28/1989,60,50,10.29,123,143,0,,0,0,,69,49,,701,,,,360,360,,,,,26.4,17,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/29/1989,100,100,8.95,1947,1803,0.41,,0,0,,63,52,,0,,,,90,45,,,,,18.3,11,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",4/30/1989,70,70,6.93,5,7,0,,0,0,,74,51,,354,,,,360,360,,,,,16.1,8.9,1,,,,,,,1,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/1/1989,90,100,9.17,1846,1848,0.36,,0,0,,63,51,,0,,,,90,90,,,,,24.2,16.1,1,1,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/2/1989,80,90,13.2,1859,1446,2.49,,0,0,,69,48,,131,,,,270,315,,,,,35.6,23,1,,1,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/3/1989,50,70,13.87,1803,1802,0,,0,0,,63,46,,397,,,,270,270,,,,,31.1,19,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/4/1989,30,20,9.84,2003,2006,0,,0,0,,69,41,,793,,,,180,180,,,,,21.9,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/5/1989,100,100,13.2,2357,2359,0.34,,0,0,,65,51,,0,,,,180,180,,,,,36.7,34.9,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/6/1989,70,60,13.2,128,131,0.53,,0,0,,73,52,,488,,,,180,180,,,,,40.3,29.1,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/7/1989,50,70,13.42,148,1430,0,,0,0,,57,44,,383,,,,270,270,,,,,32.2,19,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/8/1989,80,90,11.18,903,1019,0,,0,0,,59,45,,184,,,,270,270,,,,,24.2,19,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/9/1989,70,80,8.05,1623,1626,0.04,,0,0,,73,43,,451,,,,180,180,,,,,23,16.1,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/10/1989,100,100,20.13,1149,1206,1.35,,0,0,,53,48,,0,,,,45,45,,,,,39.1,25.9,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/11/1989,100,100,7.61,37,227,0.07,,0,0,,53,47,,0,,,,45,45,,,,,21.9,16.1,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/12/1989,80,90,6.26,1604,1436,0,,0,0,,62,46,,95,,,,225,270,,,,,23,12.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/13/1989,60,70,6.26,1427,1836,0,,0,0,,68,44,,550,,,,180,270,,,,,17.2,12.1,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/14/1989,80,80,5.82,1601,1605,0.02,,0,0,,73,49,,163,,,,225,225,,,,,15,10.1,1,,1,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/15/1989,90,100,6.71,1833,1303,0,,0,0,,76,54,,157,,,,90,180,,,,,13.9,8.1,1,1,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/16/1989,100,100,10.51,2224,2213,0.57,,0,0,,66,56,,7,,,,45,45,,,,,24.2,15,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/17/1989,60,60,11.63,1249,1249,0.03,,0,0,,77,55,,461,,,,45,45,,,,,26.4,17.9,1,,,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/18/1989,20,10,7.61,1516,1343,0,,0,0,,86,60,,868,,,,90,90,,,,,21.9,12.1,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/19/1989,30,10,5.59,1547,1548,0,,0,0,,87,52,,829,,,,180,180,,,,,18.3,12.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/20/1989,70,60,6.49,1611,1613,0,,0,0,,84,54,,724,,,,225,225,,,,,15,11,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/21/1989,60,60,8.95,1525,1520,0,,0,0,,84,61,,557,,,,315,315,,,,,24.2,15,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/22/1989,70,90,7.61,1433,1637,0,,0,0,,81,58,,547,,,,270,270,,,,,19.5,14.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/23/1989,90,100,9.4,1429,1733,0.58,,0,0,,74,56,,0,,,,90,45,,,,,23,16.1,1,,1,,,,,,,,,,1,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/24/1989,90,100,9.17,1337,1337,0.04,,0,0,,70,60,,18,,,,315,315,,,,,24.2,16.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/25/1989,50,60,8.72,1653,1654,0,,0,0,,82,52,,716,,,,180,180,,,,,23,15,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/26/1989,70,80,8.28,1700,1557,0,,0,0,,86,59,,443,,,,270,270,,,,,19.5,15,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",5/27/1989,70,90,9.17,1055,1059,0.34,,0,0,,77,60,,408,,,,315,315,,,,,31.1,21,1,,1,,,,,1,,,,,,,1,,,,,,
