STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",8/27/1971,100,100,,,,4.77,0,0,0,,75,70,,0,,,,,225,,,,,,17.9,1,,1,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",8/28/1971,50,50,,,,1.78,63,0,0,,81,67,,498,,,,,360,,,,,,38,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",8/29/1971,10,20,,,,0,96,0,0,,81,62,,762,,,,,315,,,,,,13,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",8/30/1971,10,10,,,,0,91,0,0,,86,65,,720,,,,,270,,,,,,12.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",8/31/1971,60,80,,,,0,36,0,0,,74,62,,282,,,,,45,,,,,,13,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/1/1971,80,90,,,,0,48,0,0,,76,59,,372,,,,,225,,,,,,8.1,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/2/1971,100,100,,,,0,40,0,0,,76,62,,312,,,,,180,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/3/1971,50,60,,,,0,49,0,0,,82,65,,378,,,,,225,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/4/1971,10,10,,,,0,76,0,0,,85,67,,588,,,,,225,,,,,,11,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/5/1971,20,20,,,,0,89,0,0,,88,68,,708,,,,,225,,,,,,10.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/6/1971,20,20,,,,0,73,0,0,,90,71,,570,,,,,180,,,,,,12.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/7/1971,70,80,,,,0,40,0,0,,85,67,,306,,,,,180,,,,,,13,1,1,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/8/1971,60,70,,,,0,70,0,0,,86,72,,534,,,,,270,,,,,,10.1,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/9/1971,30,40,,,,0,75,0,0,,92,71,,570,,,,,225,,,,,,10.1,1,1,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/10/1971,50,70,,,,0.76,52,0,0,,85,72,,390,,,,,135,,,,,,23,1,1,1,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/11/1971,90,90,,,,2.1,44,0,0,,82,70,,336,,,,,225,,,,,,17.9,1,,1,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/12/1971,100,100,,,,0.16,35,0,0,,82,72,,264,,,,,180,,,,,,16.1,1,,1,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/13/1971,90,100,,,,1.63,19,0,0,,76,65,,144,,,,,360,,,,,,17.9,1,,1,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/14/1971,100,100,,,,0.13,14,0,0,,76,65,,102,,,,,315,,,,,,8.9,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/15/1971,10,20,,,,0,99,0,0,,84,67,,738,,,,,315,,,,,,10.1,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/16/1971,50,50,,,,0,57,0,0,,85,66,,426,,,,,315,,,,,,16.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/17/1971,100,100,,,,0,27,0,0,,80,67,,198,,,,,135,,,,,,13,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/18/1971,90,90,,,,0,8,0,0,,80,70,,60,,,,,45,,,,,,13,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/19/1971,100,100,,,,0,8,0,0,,76,68,,60,,,,,90,,,,,,14.1,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/20/1971,90,90,,,,0,50,0,0,,84,67,,366,,,,,180,,,,,,13,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/21/1971,60,70,,,,0.96,53,0,0,,75,58,,390,,,,,315,,,,,,13,,,1,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/22/1971,50,50,,,,0,88,0,0,,73,54,,648,,,,,90,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/23/1971,100,100,,,,0,1,0,0,,67,64,,6,,,,,90,,,,,,10.1,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/24/1971,30,20,,,,0,90,0,0,,70,56,,654,,,,,360,,,,,,21.9,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/25/1971,30,30,,,,0,91,0,0,,68,48,,660,,,,,45,,,,,,13,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/26/1971,100,100,,,,0.09,0,0,0,,62,57,,0,,,,,135,,,,,,8.9,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/27/1971,100,100,,,,0,0,0,0,,67,59,,0,,,,,90,,,,,,8.1,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/28/1971,100,100,,,,0,1,0,0,,74,62,,6,,,,,180,,,,,,6,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/29/1971,80,70,,,,0,47,0,0,,80,62,,336,,,,,180,,,,,,6.9,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",9/30/1971,100,100,,,,0,0,0,0,,77,62,,0,,,,,45,,,,,,17,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/1/1971,90,100,,,,0,0,0,0,,73,65,,6,,,,,45,,,,,,17,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/2/1971,100,100,,,,0.35,0,0,0,,75,67,,0,,,,,45,,,,,,17,1,1,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/3/1971,100,100,,,,0,13,0,0,,77,63,,90,,,,,45,,,,,,17,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/4/1971,80,70,,,,0,38,0,0,,72,61,,270,,,,,90,,,,,,13,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/5/1971,100,100,,,,0,1,0,0,,74,64,,36,,,,,225,,,,,,8.9,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/6/1971,50,40,,,,0,72,0,0,,77,57,,498,,,,,270,,,,,,19,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/7/1971,50,60,,,,0,48,0,0,,69,49,,336,,,,,315,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/8/1971,20,10,,,,0,100,0,0,,64,43,,690,,,,,315,,,,,,13,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/9/1971,100,100,,,,0.02,9,0,0,,69,51,,60,,,,,225,,,,,,14.1,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/10/1971,100,100,,,,2.1,0,0,0,,66,55,,0,,,,,315,,,,,,16.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/11/1971,10,0,,,,0,99,0,0,,64,51,,678,,,,,225,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/12/1971,10,30,,,,0,99,0,0,,69,47,,672,,,,,225,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/13/1971,60,70,,,,0,78,0,0,,72,47,,528,,,,,180,,,,,,16.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/14/1971,60,70,,,,0,43,0,0,,77,60,,288,,,,,270,,,,,,13,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/15/1971,10,10,,,,0,87,0,0,,77,55,,582,,,,,225,,,,,,4.9,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/16/1971,80,100,,,,0,41,0,0,,72,52,,276,,,,,135,,,,,,6.9,1,1,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/17/1971,80,100,,,,0,27,0,0,,67,54,,180,,,,,90,,,,,,21,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/18/1971,50,60,,,,0,46,0,0,,63,52,,306,,,,,45,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/19/1971,10,0,,,,0,100,0,0,,73,51,,660,,,,,45,,,,,,17,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/20/1971,100,100,,,,0,5,0,0,,61,58,,30,,,,,45,,,,,,16.1,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/21/1971,30,10,,,,0,91,0,0,,70,52,,600,,,,,45,,,,,,10.1,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/22/1971,100,100,,,,0,50,0,0,,70,54,,330,,,,,270,,,,,,6,1,1,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/23/1971,100,100,,,,0.03,27,0,0,,70,58,,180,,,,,45,,,,,,17,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/24/1971,100,100,,,,1.16,0,0,0,,67,60,,0,,,,,45,,,,,,25.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/25/1971,100,100,,,,0,0,0,0,,65,62,,0,,,,,45,,,,,,16.1,1,1,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/26/1971,80,80,,,,0,41,0,0,,75,61,,264,,,,,360,,,,,,16.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/27/1971,100,100,,,,0,2,0,0,,69,59,,12,,,,,135,,,,,,10.1,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/28/1971,50,60,,,,0,62,0,0,,76,60,,396,,,,,225,,,,,,6,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/29/1971,20,20,,,,0,76,0,0,,77,57,,486,,,,,90,,,,,,11,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/30/1971,50,80,,,,0,77,0,0,,75,56,,486,,,,,225,,,,,,8.9,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",10/31/1971,100,100,,,,0.18,0,0,0,,66,62,,0,,,,,90,,,,,,13,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/1/1971,90,90,,,,0,21,0,0,,77,65,,132,,,,,225,,,,,,15,1,1,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/2/1971,80,80,,,,0.43,59,0,0,,79,67,,372,,,,,315,,,,,,25.9,,,1,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/3/1971,70,100,,,,0.47,3,0,0,,68,50,,18,,,,,315,,,,,,14.1,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/4/1971,10,30,,,,0,93,0,0,,54,39,,576,,,,,270,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/5/1971,0,0,,,,0,99,0,0,,56,38,,618,,,,,315,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/6/1971,60,80,,,,0,75,0,0,,64,40,,468,,,,,180,,,,,,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/7/1971,40,50,,,,0.34,59,0,0,,63,32,,366,,,,,315,,,,,,25.9,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/8/1971,10,20,,,,0,83,0,0,,43,31,,510,,,,,315,,,,,,19,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/9/1971,70,90,,,,0,100,0,0,,41,25,,612,,,,,225,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/10/1971,90,100,,,,0,55,0,0,,49,36,,336,,,,,270,,,,,,14.1,1,,,,,,,1,,,,,,,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/11/1971,60,40,,,,0,88,0,0,,47,35,,540,,,,,315,,,,,,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/12/1971,70,90,,,,0,81,0,0,,57,33,,492,,,,,225,,,,,,13,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/13/1971,60,70,,,,0,39,0,0,,61,40,,234,,,,,360,,,,,,13,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/14/1971,50,70,,,,0,85,0,0,,48,33,,510,,,,,45,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/15/1971,70,100,,,,0.04,5,0,0,,53,38,,30,,,,,225,,,,,,8.1,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/16/1971,60,90,,,,0,50,0,0,,59,43,,300,,,,,315,,,,,,19,1,1,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/17/1971,40,90,,,,0,92,0,0,,56,39,,546,,,,,90,,,,,,6.9,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/18/1971,10,0,,,,0,90,0,0,,61,37,,534,,,,,225,,,,,,8.9,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/19/1971,70,80,,,,0.05,52,0,0,,62,40,,306,,,,,270,,,,,,15,1,1,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/20/1971,70,80,,,,0,53,0,0,,56,39,,318,,,,,270,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/21/1971,60,70,,,,0,52,0,0,,50,40,,312,,,,,270,,,,,,19,,,,,,,,,,,,,,,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/22/1971,60,80,,,,0,51,0,0,,41,31,,300,,,,,315,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/23/1971,40,20,,,,0,82,0,0,,39,25,,480,,,,,360,,,,,,13,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/24/1971,100,100,,,,0.82,18,0,0,,43,31,,108,,,,,45,,,,,,25.1,1,,,,,,,,,,,,,,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/25/1971,70,90,,,,1.06,36,0,0,,45,36,,210,,,,,315,,,,,,29.1,1,,1,1,,,,,,,,,,,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/26/1971,50,60,,,,0,77,0,0,,47,35,,444,,,,,315,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/27/1971,90,100,,,,0.48,9,0,0,,51,37,,48,,,,,315,,,,,,14.1,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/28/1971,50,40,,,,0,67,0,0,,50,36,,384,,,,,315,,,,,,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/29/1971,100,100,,,,1.68,0,0,0,,52,38,,0,,,,,270,,,,,,16.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",11/30/1971,90,80,,,,0,26,0,0,,47,38,,150,,,,,315,,,,,,30,1,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/1/1971,10,10,,,,0,98,0,0,,39,27,,564,,,,,315,,,,,,23,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/2/1971,0,10,,,,0,100,0,0,,34,22,,576,,,,,360,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/3/1971,100,100,,,,0,82,0,0,,35,20,,468,,,,,225,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/4/1971,10,10,,,,0,93,0,0,,44,27,,534,,,,,45,,,,,,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/5/1971,20,20,,,,0,100,0,0,,40,26,,570,,,,,45,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/6/1971,100,100,,,,0.09,10,0,0,,52,31,,60,,,,,180,,,,,,15,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/7/1971,100,100,,,,0.77,0,0,0,,52,47,,0,,,,,45,,,,,,16.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/8/1971,100,100,,,,0,0,0,0,,48,43,,0,,,,,45,,,,,,15,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/9/1971,100,100,,,,0,0,0,0,,49,43,,0,,,,,180,,,,,,13,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/10/1971,100,100,,,,0,2,0,0,,55,47,,12,,,,,225,,,,,,14.1,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/11/1971,20,0,,,,0,100,0,0,,65,36,,564,,,,,315,,,,,,21,1,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/12/1971,70,90,,,,0,8,0,0,,53,33,,48,,,,,225,,,,,,11,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/13/1971,20,0,,,,0,95,0,0,,53,37,,534,,,,,315,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/14/1971,80,100,,,,0,28,0,0,,42,32,,156,,,,,90,,,,,,13,,,,1,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/15/1971,70,100,,,,0.01,0,0,0,,66,39,,0,,,,,225,,,,,,23,1,1,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/16/1971,50,50,,,,0,81,0,0,,68,49,,450,,,,,270,,,,,,30,,,,,,,,1,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/17/1971,80,100,,,,0,18,0,0,,53,36,,102,,,,,315,,,,,,14.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/18/1971,20,20,,,,0.01,98,0.1,0,,36,24,,552,,,,,315,,,,,,30,,,,,,,,,,,,,,,,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/19/1971,80,90,,,,0,52,0,0,,41,23,,294,,,,,180,,,,,,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/20/1971,100,100,,,,0.19,0,0,0,,47,40,,0,,,,,225,,,,,,17,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/21/1971,70,90,,,,0.03,13,0,0,,52,38,,78,,,,,315,,,,,,15,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/22/1971,0,0,,,,0,100,0,0,,40,27,,558,,,,,315,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/23/1971,60,70,,,,0,85,0,0,,38,23,,474,,,,,180,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/24/1971,80,100,,,,0.03,0,0,0,,50,35,,0,,,,,225,,,,,,21,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/25/1971,50,50,,,,0,85,0,0,,48,38,,480,,,,,315,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/26/1971,100,100,,,,0,22,0,0,,53,41,,120,,,,,225,,,,,,13,,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/27/1971,90,100,,,,0,20,0,0,,53,43,,114,,,,,90,,,,,,10.1,,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/28/1971,80,100,,,,0,11,0,0,,61,34,,60,,,,,315,,,,,,19.9,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/29/1971,40,50,,,,0,70,0,0,,43,30,,390,,,,,315,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/30/1971,70,100,,,,0.08,0,0,0,,58,36,,0,,,,,225,,,,,,14.1,1,,,,,,,1,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",12/31/1971,60,70,,,,0,52,0,0,,55,26,,294,,,,,315,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/1/1972,60,60,,,,0,83,0,0,,37,21,,468,,,,,225,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/2/1972,80,100,,,,0.57,0,0.1,0,,42,34,,0,,,,,225,,,,,,17,1,,,1,,,,,,,,,,,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/3/1972,0,0,,,,0,100,0,0,,46,28,,564,,,,,315,,,,,,15,,,,,,,,,,,,,,,,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/4/1972,100,100,,,,0.28,0,0,0,,44,33,,0,,,,,315,,,,,,12.1,1,,,,,,,,,,,,,,1,,,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/5/1972,60,90,,,,0.35,11,0,0,,41,24,,66,,,,,315,,,,,,21.9,1,,,,,,,1,,,,,,,1,,1,,,,
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",1/6/1972,50,80,,,,0,77,0,0,,29,20,,438,,,,,225,,,,,,14.1,,,,,,,,1,,,,,,,,,,,,,
